zone,electrodes,h2,lag,nwd,wd
pz,C2-C3--C80-C81,"[0.2519661212438145, 0.08701052297947647, 0.0819977634475549, 0.031417417917869055, 0.04001911314440191, 0.16930740613156386, 0.11071243878053348, 0.14939201337950597, 0.26195744542630744, 0.12036173895665918, 0.1542083778229712]","[-8.0, -8.0, 70.0, 49.0, 68.0, -25.0, 70.0, -97.0, 98.0, -18.0, -77.0]",-0.09090909090909091,-0.22775173907275625
pz,C5-C6--C11-C12,"[0.37959631784620823, 0.37501207825454336, 0.4880731581094643, 0.27991842605457157, 0.15188352377648892, 0.3114388052031645, 0.41594630034375607, 0.490068026511525, 0.5944166304843822, 0.39240143013857803, 0.18916205973770486]","[98.0, -6.0, 47.0, 98.0, 98.0, 98.0, 97.0, 98.0, 97.0, 98.0, -18.0]",0.6363636363636364,0.7226225747632297
pz,C5-C6--C74-C75,"[0.11277548250941172, 0.2215205236717834, 0.4393911846494661, 0.16087081857763655, 0.14520943745027623, 0.09748723341550734, 0.1490024151647314, 0.13857403625740208, 0.08913238793842591, 0.13682641883837185, 0.13407356014063815]","[98.0, 98.0, -12.0, -98.0, 69.0, 98.0, 98.0, 98.0, -98.0, 45.0, 48.0]",0.09090909090909091,0.32226117802194953
pz,C5-C6--C80-C81,"[0.046904401398872135, 0.06722755188322438, 0.3077830591098643, 0.03888943491969165, 0.03996168538785273, 0.032735599384607024, 0.24840297805047323, 0.5371393952466887, 0.5323498818673117, 0.34207707865485987, 0.20911729679584787]","[98.0, 11.0, 74.0, -53.0, 98.0, 98.0, -98.0, -57.0, -63.0, -98.0, -96.0]",-0.45454545454545453,-0.8953166312974804
pz,C11-C12--C74-C75,"[0.1883122583139214, 0.27583694196329, 0.3571001514164842, 0.22577515865360737, 0.25366031746658146, 0.19293316122652882, 0.24994985955265017, 0.38731756308146637, 0.27794774208194317, 0.19920718005170274, 0.3364447198370485]","[98.0, 87.0, 98.0, 98.0, -19.0, -98.0, 31.0, 98.0, 97.0, -98.0, -91.0]",0.09090909090909091,0.009323024056656535
pz,C11-C12--C80-C81,"[0.11985697688359549, 0.12302301419258, 0.3549741603062492, 0.1174913618296357, 0.2546036589873067, 0.19539896902301737, 0.5344963742292429, 0.7511312638603297, 0.8241416738565167, 0.6924463565277641, 0.6346644398635793]","[-4.0, -60.0, 98.0, -14.0, -91.0, 98.0, -67.0, 58.0, -98.0, 98.0, 98.0]",0.2727272727272727,0.3505877157603781
pz,C74-C75--C80-C81,"[0.21858264911365424, 0.06400632370920216, 0.21188209802521585, 0.08656904835536772, 0.10210532537917526, 0.10207075896761371, 0.25139512375624357, 0.7188830609521614, 0.19819384269282292, 0.1170705748676774, 0.3383114971790706]","[79.0, 24.0, 70.0, 10.0, -92.0, 11.0, 78.0, -27.0, 87.0, 86.0, 36.0]",-0.45454545454545453,-0.45846418863605254
niz,C33-C34--C35-C36,"[0.032626717834709405, 0.017189527617140262, 0.09670806912790285, 0.0706672639866504, 0.07164336778803522, 0.10136352378781856, 0.06363419104165656, 0.13004323399051654, 0.21550732576205048, 0.05755548453302353, 0.05619168167988098]","[-97.0, 97.0, 30.0, 67.0, -98.0, 98.0, -45.0, 87.0, -95.0, -97.0, -97.0]",-0.09090909090909091,-0.38491638530452843
niz,C33-C34--C37-C38,"[0.055780537102309125, 0.07689014073995037, 0.1528991742554673, 0.11795744071335738, 0.05209543001515804, 0.05657523839240419, 0.11916617889454985, 0.11291649141321666, 0.12391385163162416, 0.055992218732520894, 0.01711575624998018]","[-40.0, 35.0, 60.0, -56.0, 11.0, 11.0, -98.0, 42.0, -36.0, -80.0, 30.0]",-0.45454545454545453,-0.5801459040819678
niz,C33-C34--C101-C102,"[0.11925589923625657, 0.06968511142812134, 0.059333092036539574, 0.11578435823918562, 0.13041341952790184, 0.096887191016391, 0.06278342659964303, 0.06769165132192885, 0.09725883563069962, 0.07731011407402465, 0.05148852130220343]","[-60.0, -6.0, -78.0, 83.0, 75.0, 3.0, 69.0, 28.0, -98.0, -98.0, 20.0]",0.09090909090909091,0.16001643879284394
niz,C33-C34--C113-C114,"[0.1075883526843785, 0.04731616460126967, 0.02847866750986045, 0.01560690248463136, 0.025083224839130582, 0.016855757170740043, 0.04495762543793559, 0.012965089190329834, 0.048230157184484694, 0.02046798297805944, 0.016067867923452855]","[-98.0, 96.0, 20.0, 37.0, 59.0, 69.0, -10.0, 75.0, 93.0, -95.0, 17.0]",-0.45454545454545453,-0.4122182267499787
niz,C35-C36--C37-C38,"[0.10419318625040135, 0.0711039326221242, 0.09795095794140543, 0.2049177471068426, 0.09680677646936199, 0.1405949859600974, 0.04230873092717085, 0.08402348914039391, 0.08298750857660327, 0.14769795722391518, 0.18795530981275801]","[0.0, 5.0, 2.0, 7.0, 13.0, -97.0, -5.0, 33.0, -86.0, -1.0, -97.0]",0.0,-0.019904869108283887
niz,C35-C36--C101-C102,"[0.0704659557960192, 0.08287007148152131, 0.4197760055688054, 0.14339968306690204, 0.04817145750961782, 0.06242454725492428, 0.016184887737680422, 0.06832057710979803, 0.0739709322814775, 0.14904521246504285, 0.095885608233086]","[95.0, -91.0, -87.0, 96.0, 3.0, -56.0, -45.0, 50.0, 98.0, 96.0, 91.0]",-0.2727272727272727,-0.25778864346063396
niz,C35-C36--C113-C114,"[0.10412595862419158, 0.1118736791229875, 0.5436662148859399, 0.1420521984452175, 0.2999745178691353, 0.06810347114687516, 0.04522044602440919, 0.053563058068009886, 0.1498769166669798, 0.030597343398521732, 0.2066051846612001]","[-82.0, 98.0, -35.0, -91.0, -94.0, 83.0, -78.0, 43.0, -90.0, -94.0, -97.0]",0.09090909090909091,0.07193919332408644
niz,C37-C38--C101-C102,"[0.04304903509086638, 0.11877986206695558, 0.08902694927566228, 0.1503994239096571, 0.06682166927775589, 0.06440255361298462, 0.04692056136783767, 0.022999516739537013, 0.14339687264692363, 0.17222808359498654, 0.09265433156805805]","[-54.0, 98.0, -39.0, 13.0, -47.0, -67.0, -26.0, -48.0, 75.0, 25.0, 97.0]",-0.09090909090909091,0.08545590778002492
niz,C37-C38--C113-C114,"[0.2601064240427767, 0.13585230824346192, 0.144915322065622, 0.05662737515560926, 0.040005273579533915, 0.04562251832825599, 0.04829978188280977, 0.006882946736223894, 0.07775073057664832, 0.04177182338654686, 0.04963564923209072]","[-98.0, 98.0, 97.0, 98.0, -89.0, 97.0, 98.0, 87.0, 67.0, 73.0, -97.0]",-0.2727272727272727,-0.359945639026433
niz,C101-C102--C113-C114,"[0.3994169651097534, 0.33983100859283133, 0.6748385190395204, 0.05947455909983246, 0.07522158314247847, 0.02966347799359035, 0.055063386878009754, 0.04202733066989483, 0.07967838642766324, 0.037747485495786263, 0.017959755294708425]","[75.0, 95.0, -32.0, -41.0, -81.0, -98.0, 29.0, -31.0, 28.0, -7.0, -97.0]",0.8181818181818182,0.9169245675641079
ez_pz,C13-C14--C2-C3,"[0.1883122583139214, 0.27583694196329, 0.3571001514164842, 0.22577515865360737, 0.25366031746658146, 0.19293316122652882, 0.24994985955265017, 0.38731756308146637, 0.27794774208194317, 0.19920718005170274, 0.3364447198370485]","[98.0, 87.0, 98.0, 98.0, -19.0, -98.0, 31.0, 98.0, 97.0, -98.0, -91.0]",0.09090909090909091,0.009323024056656535
ez_pz,C13-C14--C5-C6,"[0.11985697688359549, 0.12302301419258, 0.3549741603062492, 0.1174913618296357, 0.2546036589873067, 0.19539896902301737, 0.5344963742292429, 0.7511312638603297, 0.8241416738565167, 0.6924463565277641, 0.6346644398635793]","[-4.0, -60.0, 98.0, -14.0, -91.0, 98.0, -67.0, 58.0, -98.0, 98.0, 98.0]",0.2727272727272727,0.3505877157603781
ez_pz,C13-C14--C11-C12,"[0.37991845761355947, 0.3684290386781278, 0.6372331096958809, 0.27029762431258514, 0.3428555981256785, 0.3231224321111352, 0.19841745540793224, 0.08947943270966355, 0.10888932825682018, 0.22726855281786265, 0.3875659425016971]","[-98.0, -98.0, 77.0, -27.0, 94.0, 96.0, 73.0, -91.0, -92.0, 98.0, 26.0]",-0.09090909090909091,-0.2698231355975052
ez_pz,C13-C14--C74-C75,"[0.17956448979201975, 0.2278732550346102, 0.1080351099594263, 0.11489235108604773, 0.13756345799446484, 0.2370071185054617, 0.26842948436927067, 0.1411190762763227, 0.12675505613064383, 0.20733060280905619, 0.06294824337968483]","[-61.0, 98.0, -53.0, -98.0, 4.0, 53.0, 61.0, 98.0, 12.0, 18.0, 49.0]",0.2727272727272727,0.2544244266135297
ez_pz,C13-C14--C80-C81,"[0.21239698698651877, 0.052463620922471685, 0.12277583470438999, 0.06670497229382834, 0.06601508746608811, 0.08418970876726954, 0.07534498090380767, 0.28055683444810986, 0.11111110239062684, 0.16602189761338149, 0.2015978694826887]","[88.0, 25.0, -31.0, -34.0, -54.0, -63.0, -29.0, -18.0, -29.0, -86.0, -98.0]",-0.2727272727272727,-0.527945269096706
ez_pz,C14-C15--C2-C3,"[0.06063914448409098, 0.061962433782906834, 0.15345284851634458, 0.14327279495437614, 0.11509423921947207, 0.18155750872874396, 0.09255078654412388, 0.10550859589658423, 0.08728672413554252, 0.16105620657898845, 0.08745450786656858]","[98.0, 64.0, 16.0, 15.0, 9.0, 6.0, -6.0, -14.0, 9.0, -11.0, -10.0]",0.6363636363636364,0.6452408344978816
ez_pz,C14-C15--C5-C6,"[0.17956448979201975, 0.2278732550346102, 0.1080351099594263, 0.11489235108604773, 0.13756345799446484, 0.2370071185054617, 0.26842948436927067, 0.1411190762763227, 0.12675505613064383, 0.20733060280905619, 0.06294824337968483]","[-61.0, 98.0, -53.0, -98.0, 4.0, 53.0, 61.0, 98.0, 12.0, 18.0, 49.0]",0.2727272727272727,0.2544244266135297
ez_pz,C14-C15--C11-C12,"[0.21239698698651877, 0.052463620922471685, 0.12277583470438999, 0.06670497229382834, 0.06601508746608811, 0.08418970876726954, 0.07534498090380767, 0.28055683444810986, 0.11111110239062684, 0.16602189761338149, 0.2015978694826887]","[88.0, 25.0, -31.0, -34.0, -54.0, -63.0, -29.0, -18.0, -29.0, -86.0, -98.0]",-0.2727272727272727,-0.527945269096706
ez_pz,C14-C15--C74-C75,"[0.40022361382114996, 0.28415485868474893, 0.1889579804899418, 0.1469441717958427, 0.184703954773711, 0.2632507961664387, 0.34053515266518575, 0.08167524552454009, 0.11249764923921826, 0.15350044957218228, 0.14305854702537912]","[-19.0, 98.0, -44.0, 29.0, 13.0, 65.0, -42.0, 89.0, 49.0, -68.0, 37.0]",0.45454545454545453,0.17579624136953365
ez_pz,C14-C15--C80-C81,"[0.3101152095576318, 0.08721511438462572, 0.10368800892251835, 0.08052545844156025, 0.1776236845901387, 0.12385334256843768, 0.10286115826427751, 0.17946441678240677, 0.15540392327592945, 0.19590719055188496, 0.20434351583666888]","[68.0, 17.0, 63.0, 65.0, -86.0, 89.0, -20.0, -27.0, -21.0, -20.0, -79.0]",-0.2727272727272727,-0.43557210253562667
ez_pz,C15-C16--C2-C3,"[0.12994285149895313, 0.22405031391995783, 0.2174440659300698, 0.12858806240956044, 0.20419355113737372, 0.12087690559031897, 0.06659548747080782, 0.11088922491717229, 0.15839806544106658, 0.10826929971059158, 0.14384926155477162]","[-41.0, -6.0, -8.0, -97.0, 98.0, -25.0, 58.0, -77.0, 98.0, -98.0, 98.0]",0.09090909090909091,0.19056273104773977
ez_pz,C15-C16--C5-C6,"[0.1378058066461271, 0.2795522791234895, 0.1432254871628406, 0.11178525572139603, 0.08441072678725822, 0.05856565354332115, 0.16567141029865143, 0.08999192429318639, 0.06680224181228887, 0.138468683864892, 0.10636193208859056]","[94.0, 94.0, 22.0, 25.0, 37.0, 36.0, 98.0, 56.0, 51.0, 79.0, 16.0]",-0.6363636363636364,-0.7149885180395084
ez_pz,C15-C16--C11-C12,"[0.40022361382114996, 0.28415485868474893, 0.1889579804899418, 0.1469441717958427, 0.184703954773711, 0.2632507961664387, 0.34053515266518575, 0.08167524552454009, 0.11249764923921826, 0.15350044957218228, 0.14305854702537912]","[-19.0, 98.0, -44.0, 29.0, 13.0, 65.0, -42.0, 89.0, 49.0, -68.0, 37.0]",0.45454545454545453,0.17579624136953365
ez_pz,C15-C16--C74-C75,"[0.07786225959393529, 0.08189588234320766, 0.07554041659592191, 0.10292841199212113, 0.10952495043607209, 0.160875856555725, 0.17030636207334726, 0.04240477569895831, 0.06157264473567036, 0.07622805574965127, 0.08813901167207586]","[-80.0, -76.0, -98.0, 23.0, 14.0, 58.0, 72.0, 64.0, 55.0, -90.0, 98.0]",0.2727272727272727,0.39315147796661964
ez_pz,C15-C16--C80-C81,"[0.02998592229113392, 0.021899599323592076, 0.10294854214557413, 0.05016675898825096, 0.10026712531066483, 0.08278481957332526, 0.054665408187427426, 0.0910412399038647, 0.07988747605639254, 0.2733364744883475, 0.40552963097274347]","[-33.0, -98.0, 67.0, 67.0, 89.0, 89.0, -28.0, -7.0, -31.0, -93.0, 0.0]",0.18181818181818182,-0.12500553586471413
ez_pz,C16-C17--C2-C3,"[0.027995829169722694, 0.027995756796639203, 0.08283821731897298, 0.03612698411480292, 0.04563848458440132, 0.08418197663960755, 0.08983797278312511, 0.07246512606275787, 0.048499019554554525, 0.0295657500086838, 0.05653366780093976]","[24.0, -62.0, -89.0, 81.0, 84.0, -72.0, 89.0, 68.0, 67.0, -56.0, -97.0]",0.09090909090909091,0.13339578708747532
ez_pz,C16-C17--C5-C6,"[0.04318024579866323, 0.05225881862041838, 0.048462081630308164, 0.04092478260991827, 0.07336499167282527, 0.0518025733792082, 0.011709439285531168, 0.04737124822535885, 0.08472530401558252, 0.0785433313619189, 0.240970503189743]","[98.0, -92.0, 29.0, 16.0, 86.0, -47.0, 92.0, 96.0, 98.0, 90.0, -11.0]",-0.45454545454545453,-0.5243865043726039
ez_pz,C16-C17--C11-C12,"[0.05510581030323344, 0.058063310026331263, 0.10794185964066515, 0.06580197763154771, 0.028253604370448483, 0.042263288113976775, 0.05683813843064489, 0.0197288029895048, 0.025082375958129538, 0.06420025871569784, 0.15978962919284997]","[-88.0, 79.0, -89.0, -98.0, 48.0, 29.0, -98.0, 52.0, 98.0, -87.0, -92.0]",0.09090909090909091,0.08141743731608742
ez_pz,C16-C17--C74-C75,"[0.07090279510087592, 0.045125145339431925, 0.18404308834972885, 0.11561900147928938, 0.08687878849213809, 0.07491449758241564, 0.01950262325988405, 0.050690992526821695, 0.05993244363247668, 0.048585821286524396, 0.10266955762709246]","[59.0, 45.0, -38.0, -39.0, 15.0, -22.0, -92.0, -98.0, 92.0, 83.0, 87.0]",0.09090909090909091,-0.16807322349206888
ez_pz,C16-C17--C80-C81,"[0.014229292778184865, 0.022427345050347287, 0.07093002560761043, 0.04120740984292706, 0.05135887313408804, 0.06564472663304906, 0.041738401557359035, 0.06290652649292297, 0.0671157361762928, 0.19900810250031173, 0.31890787902040124]","[-25.0, -41.0, -93.0, -59.0, 91.0, -40.0, 91.0, -49.0, 89.0, -98.0, 0.0]",0.18181818181818182,-0.08350179603074184
ez_pz,C17-C18--C2-C3,"[0.12650550230996083, 0.05342200029475771, 0.15053289234791523, 0.13192616568689786, 0.17563795878795962, 0.1517225407387814, 0.053613885784433185, 0.04444834250336852, 0.0631112137890955, 0.0795311535534974, 0.0711652514941124]","[-46.0, 54.0, 2.0, 1.0, -3.0, -1.0, -10.0, -9.0, -12.0, -5.0, 89.0]",-0.2727272727272727,-0.21360055348517196
