zone,electrodes,h2,lag,nwd,wd
pz_niz,C80-C81--C36-C37,"[0.0652308769246572, 0.04596464797306823, 0.029572124177216975, 0.045480825292340765, 0.04919765444868596, 0.06893709155201122, 0.0634069644817044, 0.0534632107133076, 0.029916664765945785, 0.0322669340675099, 0.037124780547751826, 0.03983594872939071, 0.0385040846435095, 0.031875710809059016, 0.033765551886080936, 0.040378438438695104, 0.03907289431540682, 0.04233669893829724, 0.03912423695009445, 0.04584751530378987, 0.04436236340346875, 0.04754925967682214, 0.0434621437482684, 0.039850988208871695, 0.03403815960018602, 0.03580317401921542, 0.047955245402481694, 0.046503426747608254, 0.05121566531333968, 0.07977405080385412, 0.09075170072023285, 0.1116363064061963, 0.08922735920417917, 0.07597331595123788, 0.0738919547864912]","[-64.0, -64.0, -71.0, 116.0, 82.0, -79.0, -79.0, -64.0, -79.0, 35.0, 34.0, 19.0, -138.0, 77.0, 61.0, 76.0, 75.0, -44.0, -45.0, -9.0, -57.0, -124.0, -118.0, 123.0, -117.0, 144.0, 33.0, 49.0, 15.0, 10.0, -12.0, -10.0, -9.0, -10.0, 8.0]",0.2571428571428571,0.3765408409720607
pz_niz,C80-C81--C33-C34,"[0.05549463398123535, 0.04771248492390785, 0.033033926550405365, 0.048286679754234084, 0.03334614981536379, 0.055104577640118835, 0.0503471639774464, 0.05761851140093841, 0.03125152758501673, 0.02827627217329673, 0.02871030027001777, 0.027405886806005836, 0.044909214672738056, 0.0737603928110482, 0.08204373502193103, 0.05700063688777437, 0.05736566032378937, 0.06539948615661038, 0.08441926625050555, 0.03680953143897114, 0.03502663771567134, 0.04784279641411076, 0.0625878623975251, 0.08758363436298272, 0.05109812917956889, 0.03542803851285935, 0.03743394156310269, 0.029941604245622023, 0.05184259051137152, 0.0840852125086731, 0.07411506619052868, 0.06709498307980145, 0.07448299318279344, 0.048368738559348284, 0.0450907013944857]","[-144.0, -55.0, 56.0, -92.0, -76.0, 135.0, 135.0, -98.0, -90.0, 74.0, -29.0, 78.0, 40.0, -74.0, 51.0, 51.0, 51.0, -80.0, -80.0, 147.0, 75.0, -59.0, -58.0, -6.0, -7.0, -142.0, -143.0, -88.0, -7.0, -7.0, -91.0, -91.0, -91.0, -91.0, -95.0]",0.2571428571428571,0.28355163450469917
pz_niz,C75-C76--C112-C113,"[0.027970380647254146, 0.03290956885111053, 0.029088058477137888, 0.025682911166252594, 0.020793486987170866, 0.030940353383310026, 0.043880118931990265, 0.02572005047906597, 0.023463664347477927, 0.026454279875218548, 0.013084011336991073, 0.01310940564592572, 0.030029524263588816, 0.027537633001326736, 0.03940325439397832, 0.04546717214951561, 0.04366949282771047, 0.024484207561167173, 0.019438280685293862, 0.025233802747654417, 0.047018781546111194, 0.05697201648142237, 0.026572544778718697, 0.03665235201382813, 0.026359401640406767, 0.025278615092631355, 0.03418932844231861, 0.03568849540392852, 0.023931490267518774, 0.021201262720357696, 0.022455529788698983, 0.027785602324320133, 0.023482123225089226, 0.025210809419331622, 0.0376002093719443]","[102.0, -105.0, 144.0, 143.0, 38.0, 40.0, 40.0, 89.0, -41.0, 112.0, -53.0, 94.0, 122.0, -131.0, -72.0, 73.0, 58.0, -72.0, -73.0, 34.0, 34.0, 34.0, 8.0, -43.0, 70.0, -69.0, 80.0, -42.0, 127.0, 19.0, -68.0, 71.0, 147.0, 19.0, -42.0]",-0.4857142857142857,-0.5057871064176563
pz_niz,C75-C76--C101-C102,"[0.0292034480923858, 0.033680262645129085, 0.06150316565714811, 0.07228248627991009, 0.0712203216480056, 0.058972405414305706, 0.0484867007117059, 0.03198085673100784, 0.03040588232179102, 0.03440503540257873, 0.030062449843503803, 0.03562615598256607, 0.0335330314094259, 0.0290314097117945, 0.10794481286914041, 0.1755720842103201, 0.22984434701765796, 0.1707575120122712, 0.1629723760464765, 0.06428071568224067, 0.039308530585113445, 0.03135545456607084, 0.03302251088416645, 0.0403013039474829, 0.04852677620448494, 0.05050973599691766, 0.03591265963473058, 0.03196192751351374, 0.02906282939431115, 0.02461588738058911, 0.03460524675364153, 0.04488283848558291, 0.0438315996740122, 0.039619993086661684, 0.03926619067779337]","[-74.0, -55.0, -55.0, 13.0, 13.0, 13.0, 11.0, 50.0, 83.0, 140.0, -105.0, 93.0, 107.0, 22.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, -86.0, -52.0, -52.0, 124.0, 125.0, -83.0, -94.0, -61.0, -71.0, -136.0, 127.0, 128.0, 128.0, 126.0, 115.0]",0.0,0.007301808520717768
pz_niz,C75-C76--C36-C37,"[0.04305818142430819, 0.05846128804550026, 0.05064146532715393, 0.048342015046457236, 0.053012244087347817, 0.06267444815033142, 0.07069200151270567, 0.0731156241547878, 0.05806803483682936, 0.05696111256944262, 0.03457516168687498, 0.030684957885566, 0.02827005064405955, 0.03215437593850198, 0.04634392015171212, 0.04154962194123236, 0.03298466324151115, 0.040375412964833136, 0.04204743963353104, 0.03287622619533057, 0.040227713630373516, 0.059254111102205576, 0.05063133255731516, 0.060619559740021624, 0.05249961677272369, 0.05072123706438961, 0.045096839839212956, 0.038472012887589696, 0.036250883173201374, 0.028929277809783157, 0.031132056829003624, 0.037611725397707095, 0.07032817324180116, 0.0667795399701757, 0.1204707845968326]","[133.0, -133.0, -134.0, -6.0, -39.0, 148.0, 148.0, 148.0, -104.0, -103.0, -103.0, 101.0, 0.0, 13.0, 14.0, 3.0, 37.0, 38.0, 38.0, 37.0, 24.0, 79.0, 79.0, 79.0, 67.0, -41.0, -43.0, 19.0, -61.0, -80.0, -80.0, -80.0, -57.0, -57.0, -58.0]",-0.22857142857142856,-0.2121790466908552
pz_niz,C75-C76--C33-C34,"[0.0601345826700702, 0.05095472090516708, 0.06808093360049072, 0.049737763232273816, 0.060123461845754955, 0.07169928760711161, 0.056706798293702544, 0.07099545453617305, 0.04642532529810751, 0.07472863315446637, 0.041130035653459615, 0.052828961141665694, 0.057074915748132685, 0.03771422219707755, 0.05358534677367671, 0.04610720451949533, 0.02827530003860721, 0.02428943126235408, 0.028881435957955292, 0.024660796875556022, 0.030904197397411112, 0.052642661928801605, 0.045766448046970304, 0.03920649580656069, 0.041982607904202704, 0.06863316067464821, 0.053222167627143276, 0.05496652738912666, 0.03437400948493211, 0.02730133467163386, 0.029450814238978374, 0.030876377846942877, 0.0290183741058307, 0.032872476714486384, 0.04756589807230726]","[42.0, 44.0, 59.0, -72.0, 136.0, 136.0, 136.0, -117.0, 74.0, 77.0, 64.0, -70.0, 43.0, 43.0, 45.0, 46.0, 134.0, 110.0, 109.0, -89.0, -147.0, -1.0, -2.0, -1.0, 73.0, -143.0, -143.0, 143.0, -88.0, -137.0, -137.0, -137.0, -136.0, 139.0, 140.0]",-0.02857142857142857,0.006248155047753689
pz_niz,C10-C11--C112-C113,"[0.06879112697848447, 0.0354531487045979, 0.03753450584672944, 0.0342589086719417, 0.050503019447179255, 0.032901826433889114, 0.047008390485082145, 0.04032861348483361, 0.03614613415979148, 0.04215597342809735, 0.061179606800310565, 0.05614502274341587, 0.03667602305154277, 0.03493902047266733, 0.031763564324079736, 0.05254238279120507, 0.06106755092675382, 0.05406063927799667, 0.03479109948219888, 0.03996407869713353, 0.03927378295378511, 0.03302014441080637, 0.04870971579036971, 0.04038948493350862, 0.058373110967850764, 0.031193573406817734, 0.023657708268433993, 0.028047507216934765, 0.021287082048183307, 0.028193563116940348, 0.032953902531972015, 0.0326179204336088, 0.03881158860880173, 0.0869118539015302, 0.04994198601745544]","[-104.0, -103.0, 98.0, 62.0, 59.0, 60.0, -86.0, -93.0, 42.0, 6.0, -137.0, -136.0, -136.0, 134.0, -3.0, 46.0, -45.0, -45.0, -45.0, 141.0, -128.0, -130.0, -118.0, 118.0, 23.0, 123.0, 127.0, 84.0, 22.0, -93.0, -93.0, 67.0, -92.0, -93.0, 112.0]",0.42857142857142855,0.474901064082347
pz_niz,C10-C11--C101-C102,"[0.0400068602636707, 0.03231572608207769, 0.04997162871716427, 0.043480573969958386, 0.06902020841687583, 0.08562990051141485, 0.11554621950242959, 0.06883740730170287, 0.07191518801630568, 0.04518786159302026, 0.038403855332193336, 0.053075013247304036, 0.05453037433097451, 0.06234558691095557, 0.06696596797521073, 0.04853789488041304, 0.03676438647666846, 0.0504736766425419, 0.03566272834197227, 0.038961416404267445, 0.037281525236060514, 0.03612281627555937, 0.029809312625473417, 0.0380970722311923, 0.041660125658411325, 0.03707797406644565, 0.043084842028748495, 0.04048911359552103, 0.0282214426948568, 0.03280904416453327, 0.03286454937220085, 0.03339229553403208, 0.036692544860803485, 0.03910479496724658, 0.04816149649299427]","[46.0, 46.0, 30.0, 30.0, -30.0, 30.0, 29.0, -28.0, 27.0, 147.0, 146.0, 148.0, -24.0, 23.0, 34.0, 33.0, -6.0, -119.0, 90.0, 121.0, 122.0, 121.0, 66.0, -47.0, 35.0, 48.0, -115.0, -134.0, -135.0, -135.0, -68.0, -90.0, -79.0, -102.0, 116.0]",-0.3142857142857143,-0.3714048801929036
pz_niz,C10-C11--C36-C37,"[0.02066728405646726, 0.01401715785461174, 0.016606687430260267, 0.014358672288438946, 0.01195892776923153, 0.009460562508010093, 0.013362989738962817, 0.026763356281038587, 0.017209194396490688, 0.01224551544450211, 0.01945317468885262, 0.026173871817277306, 0.035413564073839436, 0.03754437921550642, 0.017062902608684847, 0.042718228690736326, 0.043817216326033595, 0.02696057118417347, 0.026159726480424618, 0.03152174327704685, 0.02426378489498752, 0.025742265993075632, 0.012684582233515429, 0.01737542971196884, 0.016526875177780186, 0.014210450996639297, 0.014873316621137066, 0.04231306988800096, 0.0413964972676885, 0.029544808619520607, 0.03659431136337797, 0.03235167639733304, 0.027784813405366888, 0.018873016457849435, 0.029337910001459872]","[-28.0, 32.0, -28.0, -27.0, 145.0, -76.0, 146.0, 57.0, 106.0, 94.0, -23.0, 68.0, 118.0, 56.0, 32.0, 94.0, -13.0, -1.0, 0.0, -1.0, -52.0, -53.0, -77.0, 132.0, 132.0, -18.0, -18.0, -121.0, 28.0, -28.0, -29.0, -28.0, 94.0, 92.0, 76.0]",-0.22857142857142856,-0.23199385105004566
pz_niz,C10-C11--C33-C34,"[0.017138382911883087, 0.009308336729758056, 0.01006148517369692, 0.015869106139828847, 0.01509262729871435, 0.0160516220863964, 0.013281376951543493, 0.024009406815393843, 0.03536867459518255, 0.03852692223765774, 0.028322355505827353, 0.011861667622624698, 0.01354260580378715, 0.02491134227176864, 0.027660713030981783, 0.037901429043096055, 0.047080441872813475, 0.09863273541184153, 0.08104128303207918, 0.06512650568457606, 0.058583109854106794, 0.05673691887956864, 0.024830850007878248, 0.020740448399303946, 0.02459205514344032, 0.02302421639580222, 0.021555478721073523, 0.02905193756247871, 0.024017126250059747, 0.02556429499864507, 0.02503516245663086, 0.02721780093935466, 0.042955163381766484, 0.01905409765522613, 0.033773521183943556]","[-108.0, -111.0, 86.0, 86.0, -6.0, 35.0, 87.0, -32.0, 32.0, 32.0, 20.0, -139.0, 133.0, 134.0, -134.0, -136.0, -78.0, -24.0, -24.0, -24.0, -23.0, -24.0, 89.0, 49.0, 36.0, -83.0, 34.0, -129.0, -42.0, 140.0, 140.0, 140.0, -125.0, -65.0, 65.0]",0.3142857142857143,0.12857922010181533
pz_niz,C5-C6--C112-C113,"[0.06879112697848447, 0.0354531487045979, 0.03753450584672944, 0.0342589086719417, 0.050503019447179255, 0.032901826433889114, 0.047008390485082145, 0.04032861348483361, 0.03614613415979148, 0.04215597342809735, 0.061179606800310565, 0.05614502274341587, 0.03667602305154277, 0.03493902047266733, 0.031763564324079736, 0.05254238279120507, 0.06106755092675382, 0.05406063927799667, 0.03479109948219888, 0.03996407869713353, 0.03927378295378511, 0.03302014441080637, 0.04870971579036971, 0.04038948493350862, 0.058373110967850764, 0.031193573406817734, 0.023657708268433993, 0.028047507216934765, 0.021287082048183307, 0.028193563116940348, 0.032953902531972015, 0.0326179204336088, 0.03881158860880173, 0.0869118539015302, 0.04994198601745544]","[-104.0, -103.0, 98.0, 62.0, 59.0, 60.0, -86.0, -93.0, 42.0, 6.0, -137.0, -136.0, -136.0, 134.0, -3.0, 46.0, -45.0, -45.0, -45.0, 141.0, -128.0, -130.0, -118.0, 118.0, 23.0, 123.0, 127.0, 84.0, 22.0, -93.0, -93.0, 67.0, -92.0, -93.0, 112.0]",0.42857142857142855,0.474901064082347
pz_niz,C5-C6--C101-C102,"[0.0400068602636707, 0.03231572608207769, 0.04997162871716427, 0.043480573969958386, 0.06902020841687583, 0.08562990051141485, 0.11554621950242959, 0.06883740730170287, 0.07191518801630568, 0.04518786159302026, 0.038403855332193336, 0.053075013247304036, 0.05453037433097451, 0.06234558691095557, 0.06696596797521073, 0.04853789488041304, 0.03676438647666846, 0.0504736766425419, 0.03566272834197227, 0.038961416404267445, 0.037281525236060514, 0.03612281627555937, 0.029809312625473417, 0.0380970722311923, 0.041660125658411325, 0.03707797406644565, 0.043084842028748495, 0.04048911359552103, 0.0282214426948568, 0.03280904416453327, 0.03286454937220085, 0.03339229553403208, 0.036692544860803485, 0.03910479496724658, 0.04816149649299427]","[46.0, 46.0, 30.0, 30.0, -30.0, 30.0, 29.0, -28.0, 27.0, 147.0, 146.0, 148.0, -24.0, 23.0, 34.0, 33.0, -6.0, -119.0, 90.0, 121.0, 122.0, 121.0, 66.0, -47.0, 35.0, 48.0, -115.0, -134.0, -135.0, -135.0, -68.0, -90.0, -79.0, -102.0, 116.0]",-0.3142857142857143,-0.3714048801929036
pz_niz,C5-C6--C36-C37,"[0.02066728405646726, 0.01401715785461174, 0.016606687430260267, 0.014358672288438946, 0.01195892776923153, 0.009460562508010093, 0.013362989738962817, 0.026763356281038587, 0.017209194396490688, 0.01224551544450211, 0.01945317468885262, 0.026173871817277306, 0.035413564073839436, 0.03754437921550642, 0.017062902608684847, 0.042718228690736326, 0.043817216326033595, 0.02696057118417347, 0.026159726480424618, 0.03152174327704685, 0.02426378489498752, 0.025742265993075632, 0.012684582233515429, 0.01737542971196884, 0.016526875177780186, 0.014210450996639297, 0.014873316621137066, 0.04231306988800096, 0.0413964972676885, 0.029544808619520607, 0.03659431136337797, 0.03235167639733304, 0.027784813405366888, 0.018873016457849435, 0.029337910001459872]","[-28.0, 32.0, -28.0, -27.0, 145.0, -76.0, 146.0, 57.0, 106.0, 94.0, -23.0, 68.0, 118.0, 56.0, 32.0, 94.0, -13.0, -1.0, 0.0, -1.0, -52.0, -53.0, -77.0, 132.0, 132.0, -18.0, -18.0, -121.0, 28.0, -28.0, -29.0, -28.0, 94.0, 92.0, 76.0]",-0.22857142857142856,-0.23199385105004566
pz_niz,C5-C6--C33-C34,"[0.017138382911883087, 0.009308336729758056, 0.01006148517369692, 0.015869106139828847, 0.01509262729871435, 0.0160516220863964, 0.013281376951543493, 0.024009406815393843, 0.03536867459518255, 0.03852692223765774, 0.028322355505827353, 0.011861667622624698, 0.01354260580378715, 0.02491134227176864, 0.027660713030981783, 0.037901429043096055, 0.047080441872813475, 0.09863273541184153, 0.08104128303207918, 0.06512650568457606, 0.058583109854106794, 0.05673691887956864, 0.024830850007878248, 0.020740448399303946, 0.02459205514344032, 0.02302421639580222, 0.021555478721073523, 0.02905193756247871, 0.024017126250059747, 0.02556429499864507, 0.02503516245663086, 0.02721780093935466, 0.042955163381766484, 0.01905409765522613, 0.033773521183943556]","[-108.0, -111.0, 86.0, 86.0, -6.0, 35.0, 87.0, -32.0, 32.0, 32.0, 20.0, -139.0, 133.0, 134.0, -134.0, -136.0, -78.0, -24.0, -24.0, -24.0, -23.0, -24.0, 89.0, 49.0, 36.0, -83.0, 34.0, -129.0, -42.0, 140.0, 140.0, 140.0, -125.0, -65.0, 65.0]",0.3142857142857143,0.12857922010181533
