zone,electrodes,h2,lag,nwd,wd
pz,C75-C76--C5-C6,"[0.05834068455937463, 0.035615360064375955, 0.02724421077034848, 0.05795979102667795, 0.0916091158931774, 0.09117400880263749, 0.11827542015907981, 0.124884262165972, 0.08561579895214781, 0.05635681830453631, 0.0546494344674068, 0.05002141722590559, 0.044532144907046455, 0.05588802100693587, 0.043159335394790714, 0.044488688699031304, 0.03474557960650583, 0.0755669190612644, 0.05633265040975741, 0.04966517899763767, 0.039819090412104526, 0.06371306015960504, 0.054824193330772354, 0.04903109402411936, 0.05208922002234382, 0.052961493153754965, 0.030360868728727983, 0.031725742901945034, 0.02762428338581361, 0.022894473178016385, 0.023214681403358972, 0.022240036746524812, 0.028091944592297313, 0.032883180711904485, 0.047188047839552785]","[68.0, 69.0, 32.0, 96.0, 78.0, 61.0, 79.0, 79.0, 63.0, 6.0, 21.0, 6.0, 6.0, 11.0, 130.0, 131.0, 16.0, 3.0, 4.0, 4.0, 4.0, 141.0, 141.0, 140.0, 126.0, 125.0, -80.0, 98.0, -40.0, -88.0, -70.0, -70.0, -112.0, 148.0, 148.0]",0.37142857142857144,0.5764136692679656
pz,C10-C11--C5-C6,"[0.05399567488202179, 0.04858279864689542, 0.043977531679402174, 0.06378392045428923, 0.10372934980133146, 0.10312225594421179, 0.10474413183857947, 0.1512700493789132, 0.11740588924089705, 0.04859785597830689, 0.04666720664463559, 0.04077882078529452, 0.04021184956399492, 0.0351864619062668, 0.0357181110547622, 0.03464396239275703, 0.04650858653124281, 0.04432000524982092, 0.05597477238717567, 0.04339573072359887, 0.04111353488209207, 0.0446532207340824, 0.04866429305923777, 0.040701926811882665, 0.06049451715363564, 0.06017393376787216, 0.05519774544938583, 0.03996997010624883, 0.05871219264336929, 0.037453070797102674, 0.029313479965125018, 0.0290102219001855, 0.028146691888753808, 0.029556071562164096, 0.15385889900772853]","[-87.0, -122.0, -55.0, -11.0, -10.0, 10.0, 9.0, 9.0, 123.0, -32.0, 117.0, 104.0, 105.0, -89.0, 44.0, -115.0, -116.0, -31.0, -31.0, 19.0, -17.0, -16.0, -16.0, 68.0, 84.0, 84.0, 84.0, -14.0, -100.0, 2.0, 1.0, -110.0, 129.0, -4.0, -16.0]",0.08571428571428572,-0.07341058887812253
niz,C112-C113--C101-C102,"[0.08322559776840784, 0.06498429851854695, 0.05942726282213888, 0.05479865600254358, 0.04723358313323837, 0.038667391636405334, 0.03821265060137799, 0.03625522981198441, 0.027914427706551618, 0.015971904203806255, 0.01889556976220546, 0.021495205038049147, 0.048896201223668716, 0.03186234962739067, 0.03630780989117511, 0.04806250817029638, 0.0707616697100678, 0.2842806355994859, 0.28346643321103926, 0.278980823139235, 0.3039861689389961, 0.2948782553898533, 0.0380071412879963, 0.020986413237318965, 0.03374030181096484, 0.032144957719473725, 0.029842902324746255, 0.04271166384455959, 0.04597381044687404, 0.0639391655467418, 0.07431261943017241, 0.0869038335366968, 0.058778679591121576, 0.05369609625188633, 0.12423496054106649]","[63.0, 53.0, 54.0, -65.0, -74.0, 56.0, 116.0, 57.0, 26.0, 36.0, -89.0, -76.0, -62.0, 141.0, -62.0, 77.0, 17.0, -7.0, -7.0, -7.0, -7.0, -7.0, -58.0, -136.0, -58.0, -102.0, 115.0, -6.0, -36.0, 49.0, 48.0, 48.0, -142.0, -143.0, -5.0]",-0.02857142857142857,-0.4368429439234451
niz,C112-C113--C36-C37,"[0.03981166154356446, 0.031419678002674194, 0.022993978781019154, 0.0355937032341685, 0.028306977920423377, 0.017370494430941963, 0.012601841470050851, 0.017038012328088787, 0.009644774257222863, 0.007903752044677371, 0.009261433390045417, 0.018639322756222824, 0.02304855900488639, 0.022339788131640944, 0.019059885814474143, 0.029081951477714713, 0.028426168056196337, 0.020064083326893297, 0.020896572731612204, 0.027057332098056122, 0.038118195461384966, 0.041324393302812464, 0.04226084164958541, 0.03244790107359638, 0.026933550308298658, 0.033876061891820325, 0.0333677189145301, 0.025193549262443646, 0.019986008039274045, 0.03312050040109628, 0.03694552134771153, 0.03913712457668357, 0.036778574574928856, 0.03812436950458164, 0.03054228220323572]","[-25.0, 25.0, -104.0, 148.0, 9.0, -79.0, -99.0, 84.0, -60.0, -48.0, -47.0, -33.0, 148.0, 148.0, 2.0, -121.0, 120.0, -88.0, -129.0, -89.0, -88.0, -89.0, -88.0, -96.0, -76.0, 41.0, 139.0, 19.0, -134.0, -12.0, -11.0, 110.0, 0.0, 23.0, -25.0]",-0.17142857142857143,-0.2673463650213851
niz,C112-C113--C33-C34,"[0.029970005620554234, 0.016941355814678156, 0.018890312787748595, 0.02364253454272576, 0.015245030057405188, 0.02097662822667462, 0.021322072573475268, 0.01718200704496436, 0.015369495883296854, 0.015877366417289335, 0.02169788214064224, 0.034430914456088306, 0.02291719333812904, 0.02107670977363626, 0.023185512970987046, 0.022939818333163522, 0.01816368223450847, 0.03218819542883935, 0.03567903149596279, 0.03620752802675913, 0.032793434413992434, 0.02891726344009014, 0.028872326276047265, 0.0526064902207088, 0.06209493344626627, 0.04957595494353876, 0.047241018707384334, 0.0267295488529283, 0.030820081881798356, 0.030394983463350147, 0.03600315877515374, 0.03535692511294892, 0.03746316597088116, 0.032374319540310975, 0.06363939570650917]","[-18.0, -42.0, -43.0, -42.0, 144.0, 45.0, -126.0, -16.0, -144.0, -145.0, 84.0, -4.0, -4.0, 8.0, -21.0, -7.0, 5.0, 3.0, -142.0, -143.0, -141.0, -140.0, 57.0, -119.0, -119.0, -119.0, -119.0, -36.0, -36.0, 65.0, -64.0, -64.0, -17.0, 7.0, -132.0]",-0.2,-0.0942391520060925
niz,C101-C102--C36-C37,"[0.05603379539610516, 0.05707339096215712, 0.04378879420615823, 0.05477833129393808, 0.062350587488904555, 0.049924471748861485, 0.03834950821321047, 0.04144415600232487, 0.024726444724032, 0.02478131141276548, 0.03076677783279526, 0.03913975216516691, 0.03917639863986285, 0.04261549799845245, 0.03059500175881395, 0.038625241052681364, 0.05884644933156793, 0.036796691696570474, 0.03450308196238393, 0.04495140931110252, 0.05482888599889696, 0.05140958968463993, 0.05776842620206195, 0.05993495718891493, 0.04929607220366165, 0.0357003222769416, 0.04759360276193149, 0.033528741840632904, 0.03013194269955022, 0.03992185522210944, 0.04594956373180911, 0.038044044551286745, 0.030458139050572722, 0.03176225540045737, 0.023787403847471345]","[-21.0, -20.0, 14.0, -112.0, -68.0, -68.0, -70.0, -90.0, -101.0, 27.0, -79.0, -146.0, -123.0, -148.0, -123.0, -123.0, 77.0, 73.0, 72.0, -123.0, -121.0, 101.0, 101.0, 101.0, -87.0, 121.0, -65.0, -47.0, -64.0, 144.0, 145.0, 145.0, 99.0, -66.0, -56.0]",0.02857142857142857,0.0009558109495809495
niz,C101-C102--C33-C34,"[0.04371120756801977, 0.03704507587110296, 0.03844257534367305, 0.03737727019032646, 0.053200205685848836, 0.04243737349172337, 0.038534153558245014, 0.06409799114602645, 0.07968448835122548, 0.04742209518319423, 0.06060278812750444, 0.054419876185230386, 0.06671799077767054, 0.061865097113629954, 0.0650213016561447, 0.045490901104380824, 0.0401765447209398, 0.03274441766379245, 0.03784397774324971, 0.035972714283125866, 0.024372716305878367, 0.04750671740350605, 0.048851430829460044, 0.057329533721536124, 0.05935955382112633, 0.04312761615317375, 0.06688565725310401, 0.04950700938685424, 0.06840700317175524, 0.0741269119289322, 0.04885819135575939, 0.040149224152509135, 0.04342377106495722, 0.03926011002923297, 0.040362299130665684]","[50.0, 144.0, 58.0, -3.0, 11.0, 131.0, 136.0, -131.0, 145.0, 2.0, 14.0, 118.0, -89.0, -88.0, 76.0, -75.0, -84.0, -79.0, -40.0, -66.0, -111.0, 115.0, -145.0, 141.0, 130.0, 142.0, -38.0, 140.0, -38.0, 117.0, -117.0, 74.0, -74.0, 69.0, 35.0]",0.2,0.19034320632218582
niz,C36-C37--C33-C34,"[0.07039748960234758, 0.0468310271915413, 0.0622440400238214, 0.05465862561737847, 0.07775360215629094, 0.06426412260947242, 0.09252987914811352, 0.0902558102002314, 0.11429539447264503, 0.0581476346053454, 0.07669964238198275, 0.06664018818091197, 0.0817520577822964, 0.05295824324863808, 0.06398807050142781, 0.05025633370265073, 0.047527271676709795, 0.054640000461210814, 0.03828748694304811, 0.051820892744895444, 0.05912503721417303, 0.05505378169774876, 0.048080689177187254, 0.06492852503285408, 0.031217172730888882, 0.04434260777202484, 0.08956515806903176, 0.10978310907511682, 0.12062991943865128, 0.15507167662800075, 0.148498560111255, 0.06293833280237683, 0.09782453010796761, 0.07307350336006398, 0.04131585375608193]","[109.0, 110.0, -107.0, 107.0, -107.0, -109.0, -111.0, 9.0, 114.0, 100.0, 100.0, 86.0, -101.0, -139.0, 134.0, -137.0, -125.0, -136.0, -137.0, -74.0, -74.0, -71.0, 41.0, -124.0, -82.0, 25.0, -28.0, -29.0, -29.0, -29.0, -29.0, -8.0, 7.0, 6.0, -103.0]",-0.2,-0.3016679906462296
ez_pz,C17-C18--C80-C81,"[0.03078091499962929, 0.02109764906324275, 0.021785356667712495, 0.024113541336339476, 0.016571251467216656, 0.020899590466118403, 0.024857054596278613, 0.018372558216320476, 0.0164829482174591, 0.01802940585611773, 0.01925945838641617, 0.02730916822560293, 0.017316756028419762, 0.014149628770137614, 0.011981767597019573, 0.01201665771028904, 0.014285882429965008, 0.03522185282649191, 0.03599782310348985, 0.03495514840353346, 0.03267667226279777, 0.030967263190654546, 0.018959527154760545, 0.022341033467824217, 0.0194321765938391, 0.024040338964714105, 0.01643873595259607, 0.01876251093149402, 0.020549337466957914, 0.020335570497547938, 0.01589885964770778, 0.016004387252248908, 0.01838020731347882, 0.02094171431971177, 0.021231338598034194]","[19.0, 145.0, -75.0, -45.0, 91.0, 23.0, 91.0, 10.0, 102.0, 102.0, 112.0, 63.0, 72.0, -41.0, 121.0, 34.0, -143.0, -142.0, -142.0, -142.0, -142.0, 80.0, 145.0, 15.0, 15.0, -84.0, -39.0, -9.0, -87.0, 22.0, -98.0, -134.0, -27.0, -37.0, 36.0]",-0.2571428571428571,-0.19753919114412138
ez_pz,C17-C18--C75-C76,"[0.04860607990894051, 0.03356054795443816, 0.035153996551827354, 0.02476868184314, 0.019833506052490787, 0.021728040133320352, 0.0226946286090381, 0.019725963005298924, 0.030398813555335504, 0.03339238659798197, 0.029105592842178243, 0.03946293812061331, 0.03131732754677222, 0.01490574312840676, 0.012473716077835637, 0.008491786531765782, 0.01353742235893821, 0.03762702895784381, 0.03745771331901826, 0.03792523762923216, 0.0346118061633386, 0.03718552695215436, 0.022136058844520436, 0.02671098241326873, 0.01768621500498232, 0.026968445766845383, 0.023757129825559022, 0.019399029560811316, 0.030614053685240974, 0.028259124282130375, 0.020586825425791846, 0.019288628881776466, 0.021069598308598517, 0.016895683206363556, 0.024709466472440378]","[30.0, 31.0, -32.0, -75.0, 142.0, 81.0, 81.0, -29.0, -63.0, -63.0, -62.0, 63.0, -78.0, 78.0, 10.0, 70.0, -143.0, -142.0, -142.0, 66.0, 66.0, 80.0, 145.0, 145.0, 50.0, -84.0, -36.0, -35.0, -22.0, 33.0, 21.0, -135.0, -58.0, -37.0, 36.0]",-0.5428571428571428,-0.5686958616875399
ez_pz,C17-C18--C10-C11,"[0.06879112697848447, 0.0354531487045979, 0.03753450584672944, 0.0342589086719417, 0.050503019447179255, 0.032901826433889114, 0.047008390485082145, 0.04032861348483361, 0.03614613415979148, 0.04215597342809735, 0.061179606800310565, 0.05614502274341587, 0.03667602305154277, 0.03493902047266733, 0.031763564324079736, 0.05254238279120507, 0.06106755092675382, 0.05406063927799667, 0.03479109948219888, 0.03996407869713353, 0.03927378295378511, 0.03302014441080637, 0.04870971579036971, 0.04038948493350862, 0.058373110967850764, 0.031193573406817734, 0.023657708268433993, 0.028047507216934765, 0.021287082048183307, 0.028193563116940348, 0.032953902531972015, 0.0326179204336088, 0.03881158860880173, 0.0869118539015302, 0.04994198601745544]","[-104.0, -103.0, 98.0, 62.0, 59.0, 60.0, -86.0, -93.0, 42.0, 6.0, -137.0, -136.0, -136.0, 134.0, -3.0, 46.0, -45.0, -45.0, -45.0, 141.0, -128.0, -130.0, -118.0, 118.0, 23.0, 123.0, 127.0, 84.0, 22.0, -93.0, -93.0, 67.0, -92.0, -93.0, 112.0]",0.42857142857142855,0.474901064082347
ez_pz,C17-C18--C5-C6,"[0.0400068602636707, 0.03231572608207769, 0.04997162871716427, 0.043480573969958386, 0.06902020841687583, 0.08562990051141485, 0.11554621950242959, 0.06883740730170287, 0.07191518801630568, 0.04518786159302026, 0.038403855332193336, 0.053075013247304036, 0.05453037433097451, 0.06234558691095557, 0.06696596797521073, 0.04853789488041304, 0.03676438647666846, 0.0504736766425419, 0.03566272834197227, 0.038961416404267445, 0.037281525236060514, 0.03612281627555937, 0.029809312625473417, 0.0380970722311923, 0.041660125658411325, 0.03707797406644565, 0.043084842028748495, 0.04048911359552103, 0.0282214426948568, 0.03280904416453327, 0.03286454937220085, 0.03339229553403208, 0.036692544860803485, 0.03910479496724658, 0.04816149649299427]","[46.0, 46.0, 30.0, 30.0, -30.0, 30.0, 29.0, -28.0, 27.0, 147.0, 146.0, 148.0, -24.0, 23.0, 34.0, 33.0, -6.0, -119.0, 90.0, 121.0, 122.0, 121.0, 66.0, -47.0, 35.0, 48.0, -115.0, -134.0, -135.0, -135.0, -68.0, -90.0, -79.0, -102.0, 116.0]",-0.3142857142857143,-0.3714048801929036
ez_pz,C16-C17--C80-C81,"[0.05079040184818681, 0.05464579755964767, 0.06324491923375004, 0.05906798527866121, 0.05359300744973676, 0.0661150706392839, 0.0805672567606246, 0.07658003603229802, 0.05722855060850644, 0.08004788675070644, 0.09754880984519498, 0.07544157393114477, 0.06319999878616546, 0.051344342391122254, 0.07775437840379074, 0.0828923607600335, 0.06482410911108735, 0.07925026644690294, 0.06273654106444494, 0.03977247831232209, 0.03607883594036298, 0.034196259915212045, 0.06729571398503084, 0.07312274314682746, 0.06425078147270934, 0.051093260751785004, 0.04917276783560468, 0.06002551339363545, 0.06545607108622252, 0.053843762884423906, 0.04678895483549761, 0.05419340088539627, 0.04490512530774145, 0.062174300914937405, 0.06521607675137617]","[19.0, -140.0, 140.0, -137.0, -75.0, -75.0, -94.0, -94.0, 54.0, -70.0, -111.0, -56.0, 114.0, -113.0, 113.0, 111.0, 124.0, 123.0, 111.0, 63.0, 14.0, 60.0, 48.0, 63.0, -46.0, 130.0, -130.0, 28.0, 27.0, 27.0, -3.0, 22.0, 139.0, 140.0, 140.0]",0.2,0.2229418560368699
ez_pz,C16-C17--C75-C76,"[0.02843038277674917, 0.025491780494266016, 0.02730524904919435, 0.02404144969150819, 0.02843707473046933, 0.021142826179043603, 0.016673141197549826, 0.016360705714632162, 0.013439835140376999, 0.011370147078554514, 0.021372827885148746, 0.016331302075486262, 0.01891151125362736, 0.017247694574592097, 0.03556489029614299, 0.02648313399092109, 0.022661320871160115, 0.09197729187817996, 0.07638744615960116, 0.06895261753037762, 0.06463087296267075, 0.05334197245729961, 0.025858937102265726, 0.024047241158648664, 0.026048329736465977, 0.027645614792900813, 0.02113123276763348, 0.02155996405606485, 0.035953051968051875, 0.023775222231444765, 0.019827417798006675, 0.01868627282555707, 0.02792005612914509, 0.020622703513915673, 0.03156807117850562]","[9.0, 9.0, 129.0, -50.0, 19.0, 126.0, 55.0, -41.0, -43.0, -42.0, 28.0, -41.0, 24.0, 87.0, 64.0, -38.0, -86.0, 14.0, 14.0, 14.0, 15.0, 15.0, -83.0, 76.0, 17.0, -43.0, 148.0, -46.0, -46.0, -58.0, -4.0, -58.0, -119.0, -119.0, 130.0]",-0.4857142857142857,-0.5567885947682673
ez_pz,C16-C17--C10-C11,"[0.02066728405646726, 0.01401715785461174, 0.016606687430260267, 0.014358672288438946, 0.01195892776923153, 0.009460562508010093, 0.013362989738962817, 0.026763356281038587, 0.017209194396490688, 0.01224551544450211, 0.01945317468885262, 0.026173871817277306, 0.035413564073839436, 0.03754437921550642, 0.017062902608684847, 0.042718228690736326, 0.043817216326033595, 0.02696057118417347, 0.026159726480424618, 0.03152174327704685, 0.02426378489498752, 0.025742265993075632, 0.012684582233515429, 0.01737542971196884, 0.016526875177780186, 0.014210450996639297, 0.014873316621137066, 0.04231306988800096, 0.0413964972676885, 0.029544808619520607, 0.03659431136337797, 0.03235167639733304, 0.027784813405366888, 0.018873016457849435, 0.029337910001459872]","[-28.0, 32.0, -28.0, -27.0, 145.0, -76.0, 146.0, 57.0, 106.0, 94.0, -23.0, 68.0, 118.0, 56.0, 32.0, 94.0, -13.0, -1.0, 0.0, -1.0, -52.0, -53.0, -77.0, 132.0, 132.0, -18.0, -18.0, -121.0, 28.0, -28.0, -29.0, -28.0, 94.0, 92.0, 76.0]",-0.22857142857142856,-0.23199385105004566
ez_pz,C16-C17--C5-C6,"[0.017138382911883087, 0.009308336729758056, 0.01006148517369692, 0.015869106139828847, 0.01509262729871435, 0.0160516220863964, 0.013281376951543493, 0.024009406815393843, 0.03536867459518255, 0.03852692223765774, 0.028322355505827353, 0.011861667622624698, 0.01354260580378715, 0.02491134227176864, 0.027660713030981783, 0.037901429043096055, 0.047080441872813475, 0.09863273541184153, 0.08104128303207918, 0.06512650568457606, 0.058583109854106794, 0.05673691887956864, 0.024830850007878248, 0.020740448399303946, 0.02459205514344032, 0.02302421639580222, 0.021555478721073523, 0.02905193756247871, 0.024017126250059747, 0.02556429499864507, 0.02503516245663086, 0.02721780093935466, 0.042955163381766484, 0.01905409765522613, 0.033773521183943556]","[-108.0, -111.0, 86.0, 86.0, -6.0, 35.0, 87.0, -32.0, 32.0, 32.0, 20.0, -139.0, 133.0, 134.0, -134.0, -136.0, -78.0, -24.0, -24.0, -24.0, -23.0, -24.0, 89.0, 49.0, 36.0, -83.0, 34.0, -129.0, -42.0, 140.0, 140.0, 140.0, -125.0, -65.0, 65.0]",0.3142857142857143,0.12857922010181533
ez_pz,C15-C16--C80-C81,"[0.129805729650721, 0.11293844968026315, 0.07537527106567596, 0.06275898899284045, 0.05331451958257865, 0.054340326171469465, 0.03878129603135244, 0.051188621171291096, 0.11606542780710204, 0.10114915768408592, 0.12372462583468309, 0.12522203388567382, 0.0950143043292905, 0.09433466950353414, 0.06971348506662557, 0.05908229355286953, 0.043849246322073085, 0.05466405618453275, 0.053693258573081604, 0.0536642134252707, 0.07403687309229266, 0.0764958327141343, 0.08021778048191959, 0.0750867325850861, 0.0701559527882872, 0.044186948447943165, 0.03758430766974351, 0.03752733490719474, 0.03419333999419545, 0.03398828281927251, 0.02503046220564395, 0.05587331981196746, 0.04750011081353286, 0.03494642343309802, 0.03455987623552391]","[-26.0, -40.0, -54.0, -53.0, 5.0, 15.0, -57.0, -58.0, -45.0, -44.0, -15.0, -15.0, -16.0, 15.0, 15.0, -139.0, -63.0, -64.0, -140.0, 24.0, -37.0, 37.0, -39.0, -40.0, 124.0, -128.0, 10.0, 142.0, 143.0, 64.0, 102.0, 0.0, 1.0, 1.0, -148.0]",0.17142857142857143,0.1902167000268944
ez_pz,C15-C16--C75-C76,"[0.06879112697848447, 0.0354531487045979, 0.03753450584672944, 0.0342589086719417, 0.050503019447179255, 0.032901826433889114, 0.047008390485082145, 0.04032861348483361, 0.03614613415979148, 0.04215597342809735, 0.061179606800310565, 0.05614502274341587, 0.03667602305154277, 0.03493902047266733, 0.031763564324079736, 0.05254238279120507, 0.06106755092675382, 0.05406063927799667, 0.03479109948219888, 0.03996407869713353, 0.03927378295378511, 0.03302014441080637, 0.04870971579036971, 0.04038948493350862, 0.058373110967850764, 0.031193573406817734, 0.023657708268433993, 0.028047507216934765, 0.021287082048183307, 0.028193563116940348, 0.032953902531972015, 0.0326179204336088, 0.03881158860880173, 0.0869118539015302, 0.04994198601745544]","[-104.0, -103.0, 98.0, 62.0, 59.0, 60.0, -86.0, -93.0, 42.0, 6.0, -137.0, -136.0, -136.0, 134.0, -3.0, 46.0, -45.0, -45.0, -45.0, 141.0, -128.0, -130.0, -118.0, 118.0, 23.0, 123.0, 127.0, 84.0, 22.0, -93.0, -93.0, 67.0, -92.0, -93.0, 112.0]",0.42857142857142855,0.474901064082347
ez_pz,C15-C16--C10-C11,"[0.03294811262916265, 0.021116608426733432, 0.018588341152195792, 0.015372806982704075, 0.012619349830274566, 0.013039302859105812, 0.014823833819775705, 0.02574804401029056, 0.0175894245298074, 0.018912690409613877, 0.038490167575663585, 0.028898250623173898, 0.035161277596686295, 0.03385392369606489, 0.01963363591863238, 0.033880271796231584, 0.03333679382002262, 0.02626272197392497, 0.02480970149200261, 0.03055004744891549, 0.025181230540228666, 0.025584169456467448, 0.014677800968287594, 0.019792745944874884, 0.018478746238337042, 0.018546207412202656, 0.01563941609435439, 0.04035105861100274, 0.027854524843284385, 0.024591727255110312, 0.033406957891622756, 0.03265688467330437, 0.061702033516560756, 0.062338025398088706, 0.041012226527556685]","[-17.0, -16.0, -28.0, -27.0, 116.0, 74.0, 35.0, -123.0, 10.0, 9.0, -53.0, -140.0, 128.0, -44.0, 42.0, -13.0, -13.0, -53.0, 0.0, -1.0, -52.0, -53.0, 113.0, 112.0, 112.0, 121.0, -128.0, -140.0, -28.0, 90.0, 90.0, 90.0, 94.0, 81.0, 126.0]",-0.17142857142857143,-0.21482770924038555
ez_pz,C15-C16--C5-C6,"[0.026625962177396195, 0.025601751207259712, 0.015808318574314004, 0.01834067968677081, 0.0185867752460097, 0.016993806849315982, 0.013697560568261647, 0.012168183264818819, 0.02799420345122062, 0.031192026918060823, 0.02308191891596672, 0.01262896614568971, 0.021621180554945416, 0.033615013958864765, 0.025624454060405782, 0.044325070120302214, 0.04884320271234075, 0.09348622132607125, 0.07819997617661532, 0.06591182286782933, 0.05954965448523539, 0.06078902875549808, 0.03413545715616271, 0.026125549026511246, 0.02365572061053651, 0.02528219262159022, 0.025033473225268943, 0.023504950805264577, 0.026933181446890646, 0.030350255082314304, 0.02762567525434867, 0.025878408009290414, 0.02145188379791466, 0.02708987280319189, 0.03262814742795679]","[-98.0, -138.0, -52.0, 26.0, -145.0, 115.0, 128.0, 7.0, 63.0, -89.0, -89.0, -146.0, -144.0, -134.0, -134.0, -3.0, 88.0, -23.0, -24.0, -23.0, -23.0, -24.0, 79.0, -126.0, 36.0, -83.0, -34.0, 139.0, 138.0, 139.0, -40.0, 140.0, -148.0, -66.0, 66.0]",0.08571428571428572,-0.13740035232336276
ez_pz,C13-C14--C80-C81,"[0.0400068602636707, 0.03231572608207769, 0.04997162871716427, 0.043480573969958386, 0.06902020841687583, 0.08562990051141485, 0.11554621950242959, 0.06883740730170287, 0.07191518801630568, 0.04518786159302026, 0.038403855332193336, 0.053075013247304036, 0.05453037433097451, 0.06234558691095557, 0.06696596797521073, 0.04853789488041304, 0.03676438647666846, 0.0504736766425419, 0.03566272834197227, 0.038961416404267445, 0.037281525236060514, 0.03612281627555937, 0.029809312625473417, 0.0380970722311923, 0.041660125658411325, 0.03707797406644565, 0.043084842028748495, 0.04048911359552103, 0.0282214426948568, 0.03280904416453327, 0.03286454937220085, 0.03339229553403208, 0.036692544860803485, 0.03910479496724658, 0.04816149649299427]","[46.0, 46.0, 30.0, 30.0, -30.0, 30.0, 29.0, -28.0, 27.0, 147.0, 146.0, 148.0, -24.0, 23.0, 34.0, 33.0, -6.0, -119.0, 90.0, 121.0, 122.0, 121.0, 66.0, -47.0, 35.0, 48.0, -115.0, -134.0, -135.0, -135.0, -68.0, -90.0, -79.0, -102.0, 116.0]",-0.3142857142857143,-0.3714048801929036
ez_pz,C13-C14--C75-C76,"[0.9180304236663793, 0.9132721053232357, 0.9223398722725318, 0.9453540527895969, 0.9615144043974403, 0.9602278471307848, 0.9594131028493058, 0.9667573380092278, 0.9403036073595912, 0.9344131807541819, 0.912361049806129, 0.9134521037730646, 0.9075231818584236, 0.9266244475325108, 0.9301876224935927, 0.9550174717140217, 0.9553149591935249, 0.8737929745932229, 0.8739662460374147, 0.8773266424879625, 0.8796351206616364, 0.8805471710066483, 0.9156249609859416, 0.9302018138332623, 0.9267927447909161, 0.9286562140975113, 0.9319502866767329, 0.932308639087448, 0.9278467910379702, 0.9367622619496417, 0.9266285623748923, 0.9275066208585954, 0.9320316277096036, 0.9344379168178436, 0.9317952290192537]","[-10.0, -10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.05714285714285714,-1.0
ez_pz,C13-C14--C10-C11,"[0.085073479575491, 0.08018059514718069, 0.06163966614679184, 0.054218467162357654, 0.04512674747530248, 0.04342887218044537, 0.03585176142360557, 0.03686320217613824, 0.04768913306330524, 0.045364917683765056, 0.10917834192475089, 0.09553725662100929, 0.08730967974077014, 0.12672442692384175, 0.08700255964153517, 0.09915011658000182, 0.0823419169215745, 0.05182434348244216, 0.05104885370672093, 0.0375039540649105, 0.07861103426485265, 0.07407066640099075, 0.078660567363972, 0.07141570239159596, 0.06314052794802678, 0.050477496245609196, 0.05122474632111051, 0.05195467512558761, 0.029689149355466595, 0.03483412089848275, 0.038751999946651315, 0.041994161121467574, 0.03573439740276963, 0.03849370834256305, 0.06847619659947116]","[7.0, 6.0, -81.0, -81.0, -132.0, -148.0, -148.0, 9.0, -6.0, 138.0, 124.0, 124.0, 124.0, 123.0, 123.0, 0.0, 0.0, 1.0, 1.0, -4.0, 85.0, 85.0, -91.0, -92.0, 104.0, 80.0, -106.0, 45.0, 25.0, 138.0, 74.0, 74.0, 140.0, 140.0, -16.0]",-0.08571428571428572,-0.12408128600109421
ez_pz,C13-C14--C5-C6,"[0.06984827883553255, 0.0833368221983792, 0.0505278497714738, 0.057730459776319853, 0.05370732715084963, 0.0485206904069103, 0.04888034037957803, 0.03327109757283881, 0.025055681011931098, 0.031619999363747424, 0.05054743124499021, 0.05402471414694768, 0.04907043771534597, 0.04830921806449127, 0.050290970711506656, 0.04092499949811518, 0.04676015665607106, 0.0940888812493903, 0.08400505080909909, 0.07532335641421901, 0.06474456286186991, 0.08255712597473874, 0.03949429386859277, 0.04110782183090617, 0.03896374559617544, 0.037270505525988186, 0.034453643022742696, 0.03965742468161108, 0.03414222263360579, 0.024789390380457847, 0.03334475480147277, 0.05113177129757068, 0.07105969638170714, 0.09159254066549728, 0.04772231049785712]","[15.0, 15.0, -74.0, -74.0, -74.0, -73.0, -14.0, -118.0, -92.0, -92.0, -90.0, -95.0, -101.0, -98.0, -30.0, -30.0, -69.0, -59.0, -73.0, -74.0, 118.0, -117.0, -66.0, 131.0, -146.0, 133.0, -54.0, -100.0, -99.0, 7.0, -98.0, -98.0, -26.0, -26.0, -40.0]",0.02857142857142857,0.09747860194059532
